Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0004872~receptor activity	24	15.38461538	0.001881487	"PIGR, OR2D3, CR2, GPR15, GUCY2D, DCC, IL23R, TNFRSF9, TMPRSS3, OR51E2, ILDR1, MC4R, CD79A, MARCO, CNR2, OR2AG2, CLEC5A, CD200R1L, OLR1, OR8B2, CCR6, S1PR5, HLA-DOB, OR10A5"	113	1680	15478	1.95676359	0.535357218	0.085294064	0.083621631
GOTERM_MF_FAT	GO:0060089~molecular transducer activity	24	15.38461538	0.001881487	"PIGR, OR2D3, CR2, GPR15, GUCY2D, DCC, IL23R, TNFRSF9, TMPRSS3, OR51E2, ILDR1, MC4R, CD79A, MARCO, CNR2, OR2AG2, CLEC5A, CD200R1L, OLR1, OR8B2, CCR6, S1PR5, HLA-DOB, OR10A5"	113	1680	15478	1.95676359	0.535357218	0.085294064	0.083621631
GOTERM_BP_FAT	GO:0070201~regulation of establishment of protein localization	15	9.615384615	0.001982607	"BLK, IL26, TNFRSF9, OR51E2, FGG, APOA1, GZMB, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, AGR2, CAMP"	119	820	16650	2.55943841	0.9944921	0.066595273	0.064739756
GOTERM_BP_FAT	GO:0046649~lymphocyte activation	13	8.333333333	0.002026058	"CR2, PLA2G2D, IL23R, AICDA, IGLL5, CD79A, IFNG, IRF4, MZB1, SLAMF7, CCR6, ULBP1, IDO1"	119	643	16650	2.828783146	0.995086084	0.067193308	0.065321128
GOTERM_BP_FAT	GO:0050920~regulation of chemotaxis	7	4.487179487	0.002101193	"CXCL10, CXCL11, CXCL9, CCL7, CCR6, CXCL13, CXCL5"	119	186	16650	5.265654649	0.995966099	0.068814079	0.06689674
GOTERM_CC_FAT	GO:0009897~external side of plasma membrane	8	5.128205128	0.002155781	"IGLL5, CXCL10, CD79A, CXCL9, IFNG, TNFRSF9, FGG, CD200R1L"	107	246	14527	4.415166021	0.419487096	0.135814209	0.135814209
GOTERM_BP_FAT	GO:0048870~cell motility	20	12.82051282	0.002504976	"CXCL9, GPR15, CCL20, DCC, IL24, APOA1, CXCL13, ALOX15B, CXCL5, MMP12, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, OLR1, CCL1, CCR6, INSL3"	119	1330	16650	2.103999495	0.998603491	0.080037042	0.077807002
GOTERM_BP_FAT	GO:0051674~localization of cell	20	12.82051282	0.002504976	"CXCL9, GPR15, CCL20, DCC, IL24, APOA1, CXCL13, ALOX15B, CXCL5, MMP12, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, OLR1, CCL1, CCR6, INSL3"	119	1330	16650	2.103999495	0.998603491	0.080037042	0.077807002
GOTERM_MF_FAT	GO:0001664~G-protein coupled receptor binding	8	5.128205128	0.002645907	"CXCL10, CXCL11, CXCL9, CCL7, CCL20, CCL1, CXCL13, CXCL5"	113	257	15478	4.263765022	0.659830584	0.107953022	0.105836296
GOTERM_BP_FAT	GO:0071346~cellular response to interferon-gamma	6	3.846153846	0.00273822	"GBP5, IFNG, CCL7, CCL20, IRF4, CCL1"	119	135	16650	6.218487395	0.999243432	0.086435381	0.084027067
GOTERM_BP_FAT	GO:0050701~interleukin-1 secretion	4	2.564102564	0.002832085	"GBP5, AIM2, IFNG, APOA1"	119	40	16650	13.99159664	0.999408842	0.087883365	0.085434706
GOTERM_BP_FAT	GO:0042742~defense response to bacterium	8	5.128205128	0.002872134	"IGLL5, IFNG, CCL20, IL23R, LPO, CXCL13, LYZ, CAMP"	119	266	16650	4.207998989	0.999467908	0.087883365	0.085434706
GOTERM_BP_FAT	GO:0010647~positive regulation of cell communication	22	14.1025641	0.002884721	"BLK, RAB3B, CXCL9, IL26, CCL20, IL23R, IL24, FGG, ILDR1, APOA1, GZMB, ALOX15B, PSMA8, IL1A, CXCL10, CXCL11, IFNG, CCL7, UBD, CLEC6A, AGR2, CCL1"	119	1555	16650	1.979518496	0.999485225	0.087883365	0.085434706
GOTERM_MF_FAT	GO:0048020~CCR chemokine receptor binding	4	2.564102564	0.002999104	"CCL7, CCL20, CCL1, CXCL13"	113	40	15478	13.69734513	0.70549796	0.111239489	0.109058322
GOTERM_BP_FAT	GO:0031347~regulation of defense response	13	8.333333333	0.003053147	"GBP5, IL23R, APOA1, PSMA8, MARCO, AIM2, IFNG, CCL7, CNR2, IRF4, CLEC6A, CCL1, IDO1"	119	676	16650	2.690691661	0.999669379	0.091292104	0.088748469
GOTERM_BP_FAT	GO:0023056~positive regulation of signaling	22	14.1025641	0.0030663	"BLK, RAB3B, CXCL9, IL26, CCL20, IL23R, IL24, FGG, ILDR1, APOA1, GZMB, ALOX15B, PSMA8, IL1A, CXCL10, CXCL11, IFNG, CCL7, UBD, CLEC6A, AGR2, CCL1"	119	1563	16650	1.969386603	0.999680617	0.091292104	0.088748469
GOTERM_BP_FAT	GO:0043950~positive regulation of cAMP-mediated signaling	3	1.923076923	0.003137891	"CXCL10, CXCL11, CXCL9"	119	12	16650	34.9789916	0.999735414	0.092373863	0.089800087
GOTERM_BP_FAT	GO:0050778~positive regulation of immune response	13	8.333333333	0.003357194	"BLK, GBP5, CR2, IL23R, PSMA8, IGLL5, CD79A, MARCO, AIM2, IFNG, IRF4, CLEC6A, IDO1"	119	684	16650	2.659221583	0.999851364	0.097731646	0.095008588
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	13	8.333333333	0.003396869	"CXCL9, CCL20, IL24, CXCL13, ALOX15B, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCR6, INSL3"	119	685	16650	2.655339508	0.999866091	0.097799978	0.095075017
GOTERM_BP_FAT	GO:0071347~cellular response to interleukin-1	5	3.205128205	0.003536586	"IL1A, CCL7, CCL20, CCL1, CAMP"	119	88	16650	7.949770817	0.99990727	0.100715822	0.097909618
GOTERM_BP_FAT	GO:0032653~regulation of interleukin-10 production	4	2.564102564	0.003964495	"IRF4, IL23R, TNFRSF9, IDO1"	119	45	16650	12.43697479	0.999969918	0.111687937	0.108576021
GOTERM_BP_FAT	GO:0080134~regulation of response to stress	19	12.17948718	0.004033728	"GBP5, IL26, IL23R, FGG, APOA1, PSMA8, IL1A, MARCO, AIM2, IFNG, CCL7, CNR2, IRF4, CLEC6A, SPP1, AGR2, CCL1, INSL3, IDO1"	119	1285	16650	2.06879639	0.999974929	0.112429443	0.109296867
GOTERM_BP_FAT	GO:0071222~cellular response to lipopolysaccharide	6	3.846153846	0.004177574	"CXCL10, IFNG, CCL20, IL24, AICDA, CAMP"	119	149	16650	5.634199989	0.99998283	0.1152131	0.112002964
GOTERM_BP_FAT	GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	8	5.128205128	0.004275396	"IGLL5, CR2, IFNG, IRF4, IL23R, CCR6, CXCL13, AICDA"	119	286	16650	3.913733325	0.999986728	0.116682678	0.113431596
GOTERM_BP_FAT	GO:1990266~neutrophil migration	5	3.205128205	0.004477441	"IL1A, IFNG, CCL7, CCL20, CCL1"	119	94	16650	7.442338638	0.999992203	0.119879575	0.116539419
GOTERM_BP_FAT	GO:0032613~interleukin-10 production	4	2.564102564	0.004484045	"IRF4, IL23R, TNFRSF9, IDO1"	119	47	16650	11.90774182	0.999992337	0.119879575	0.116539419
GOTERM_BP_FAT	GO:0071219~cellular response to molecule of bacterial origin	6	3.846153846	0.004935118	"CXCL10, IFNG, CCL20, IL24, AICDA, CAMP"	119	155	16650	5.416101925	0.999997664	0.130606144	0.126967118
GOTERM_BP_FAT	GO:0070887~cellular response to chemical stimulus	31	19.87179487	0.00508512	"CXCL9, IL23R, CPNE7, IL24, LPO, CXCL13, CXCL5, PSMA8, CCL7, CNR2, AGR2, CCL1, CCR6, CAMP, GBP5, CCL20, TNFRSF9, OR51E2, APOA1, AICDA, IL1A, CXCL10, CXCL11, KRT18, AIM2, IFNG, IRF4, MZB1, MT1G, MT1H, FBP1"	119	2648	16650	1.637989032	0.999998426	0.133230145	0.129518007
GOTERM_CC_FAT	GO:0098552~side of membrane	10	6.41025641	0.005151556	"BLK, IGLL5, CXCL10, CD79A, CXCL9, IFNG, CNR2, TNFRSF9, FGG, CD200R1L"	107	444	14527	3.057800791	0.727889631	0.259638429	0.259638429
GOTERM_BP_FAT	GO:0042035~regulation of cytokine biosynthetic process	5	3.205128205	0.0051905	"IL1A, IFNG, CCL20, IRF4, IGF2BP1"	119	98	16650	7.138569714	0.999998808	0.134644641	0.130893092
GOTERM_BP_FAT	GO:1902533~positive regulation of intracellular signal transduction	15	9.615384615	0.005292231	"CXCL9, IL26, CCL20, IL23R, IL24, FGG, APOA1, IL1A, CXCL10, CXCL11, IFNG, CCL7, UBD, CLEC6A, CCL1"	119	915	16650	2.293704367	0.999999088	0.135937707	0.13215013
GOTERM_BP_FAT	GO:0097529~myeloid leukocyte migration	6	3.846153846	0.005491369	"IL1A, CXCL10, IFNG, CCL7, CCL20, CCL1"	119	159	16650	5.279847788	0.99999946	0.139455981	0.135570375
GOTERM_BP_FAT	GO:0051240~positive regulation of multicellular organismal process	20	12.82051282	0.00557318	"GBP5, IL26, CCL20, IL23R, OR51E2, FGG, ALOX15B, MC4R, IL1A, AIM2, IFNG, IRF4, CLEC6A, LIPG, CLEC5A, SPP1, CCR6, INSL3, CAMP, IDO1"	119	1431	16650	1.955499181	0.999999565	0.139455981	0.135570375
GOTERM_BP_FAT	GO:0032693~negative regulation of interleukin-10 production	3	1.923076923	0.005600636	"IL23R, TNFRSF9, IDO1"	119	16	16650	26.2342437	0.999999595	0.139455981	0.135570375
GOTERM_BP_FAT	GO:0032655~regulation of interleukin-12 production	4	2.564102564	0.005642112	"IFNG, IL23R, TNFRSF9, IDO1"	119	51	16650	10.97380129	0.999999637	0.139455981	0.135570375
GOTERM_BP_FAT	GO:0032615~interleukin-12 production	4	2.564102564	0.005956988	"IFNG, IL23R, TNFRSF9, IDO1"	119	52	16650	10.76276665	0.999999842	0.14519525	0.141149733
GOTERM_MF_FAT	"GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds"	5	3.205128205	0.005980975	"CHIT1, CHI3L2, GBA3, LYZ, GLB1L3"	113	100	15478	6.848672566	0.912975497	0.192251096	0.188481467
GOTERM_BP_FAT	GO:2000145~regulation of cell motility	13	8.333333333	0.005985148	"CXCL9, CCL20, IL24, CXCL13, ALOX15B, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCR6, INSL3"	119	736	16650	2.471341798	0.999999853	0.14519525	0.141149733
GOTERM_MF_FAT	GO:0008201~heparin binding	6	3.846153846	0.006125648	"CXCL10, CXCL11, PLA2G2D, CCL7, LIPG, CXCL13"	113	160	15478	5.136504425	0.917981133	0.192251096	0.188481467
GOTERM_BP_FAT	GO:0030098~lymphocyte differentiation	8	5.128205128	0.006584015	"CD79A, CR2, PLA2G2D, IFNG, IRF4, IL23R, CCR6, AICDA"	119	310	16650	3.610734616	0.99999997	0.155348593	0.151020178
GOTERM_BP_FAT	GO:0002521~leukocyte differentiation	10	6.41025641	0.006593619	"CD79A, CR2, PLA2G2D, IFNG, IRF4, IL23R, UBD, MT1G, CCR6, AICDA"	119	474	16650	2.951813637	0.999999971	0.155348593	0.151020178
GOTERM_BP_FAT	GO:0051223~regulation of protein transport	13	8.333333333	0.006640856	"BLK, IL26, TNFRSF9, OR51E2, FGG, APOA1, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, CAMP"	119	746	16650	2.438213891	0.999999974	0.155348593	0.151020178
GOTERM_BP_FAT	GO:0010033~response to organic substance	32	20.51282051	0.00686218	"CXCL9, IL23R, IL24, CXCL13, CXCL5, PSMA8, MC4R, CCL7, CNR2, LAMP3, UBD, SPP1, AGR2, CCL1, CCR6, CAMP, GBP5, CCL20, TNFRSF9, OR51E2, APOA1, AICDA, IL1A, CXCL10, CXCL11, KRT18, AIM2, IFNG, IRF4, MZB1, MT1G, IDO1"	119	2822	16650	1.58657368	0.999999985	0.159105417	0.154672328
GOTERM_MF_FAT	GO:1901681~sulfur compound binding	7	4.487179487	0.006943024	"CXCL10, CXCL11, PLA2G2D, ACOXL, CCL7, LIPG, CXCL13"	113	233	15478	4.115082229	0.941320572	0.202339545	0.198372102
GOTERM_BP_FAT	GO:0010818~T cell chemotaxis	3	1.923076923	0.007075143	"CXCL10, CXCL11, CXCL13"	119	18	16650	23.31932773	0.999999992	0.162604167	0.158073593
GOTERM_BP_FAT	GO:0032611~interleukin-1 beta production	4	2.564102564	0.007687912	"GBP5, AIM2, IFNG, APOA1"	119	57	16650	9.818664308	0.999999998	0.175150697	0.170270544
GOTERM_BP_FAT	GO:0031349~positive regulation of defense response	9	5.769230769	0.007855655	"GBP5, MARCO, AIM2, CCL7, IRF4, CLEC6A, CCL1, IDO1, PSMA8"	119	402	16650	3.132447009	0.999999999	0.177429444	0.1724858
GOTERM_BP_FAT	GO:0032880~regulation of protein localization	15	9.615384615	0.008110503	"BLK, IL26, TNFRSF9, OR51E2, FGG, APOA1, GZMB, ALOX15B, IL1A, AIM2, IFNG, CLEC6A, CLEC5A, AGR2, CAMP"	119	962	16650	2.181641888	0.999999999	0.179717899	0.174710492
GOTERM_BP_FAT	GO:0042113~B cell activation	7	4.487179487	0.008160194	"IGLL5, CD79A, CR2, IFNG, MZB1, CCR6, AICDA"	119	246	16650	3.981348637	1	0.179717899	0.174710492
GOTERM_BP_FAT	GO:0071216~cellular response to biotic stimulus	6	3.846153846	0.00816276	"CXCL10, IFNG, CCL20, IL24, AICDA, CAMP"	119	175	16650	4.797118848	1	0.179717899	0.174710492
GOTERM_BP_FAT	GO:0040012~regulation of locomotion	13	8.333333333	0.008284319	"CXCL9, CCL20, IL24, CXCL13, ALOX15B, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCR6, INSL3"	119	768	16650	2.368369223	1	0.180874293	0.175834666
GOTERM_BP_FAT	"GO:0043367~CD4-positive, alpha-beta T cell differentiation"	4	2.564102564	0.008454788	"PLA2G2D, IFNG, IRF4, IL23R"	119	59	16650	9.48582823	1	0.183070609	0.177969787
GOTERM_BP_FAT	GO:2000406~positive regulation of T cell migration	3	1.923076923	0.008705417	"CXCL10, CCL20, CXCL13"	119	20	16650	20.98739496	1	0.185869574	0.180690765
GOTERM_BP_FAT	GO:0070555~response to interleukin-1	5	3.205128205	0.008796881	"IL1A, CCL7, CCL20, CCL1, CAMP"	119	114	16650	6.136665192	1	0.185869574	0.180690765
GOTERM_BP_FAT	GO:0097530~granulocyte migration	5	3.205128205	0.008796881	"IL1A, IFNG, CCL7, CCL20, CCL1"	119	114	16650	6.136665192	1	0.185869574	0.180690765
GOTERM_BP_FAT	GO:0002548~monocyte chemotaxis	4	2.564102564	0.009265074	"CXCL10, CCL7, CCL20, CCL1"	119	61	16650	9.174817468	1	0.192654711	0.187286851
GOTERM_BP_FAT	GO:0042108~positive regulation of cytokine biosynthetic process	4	2.564102564	0.009265074	"IL1A, IFNG, CCL20, IRF4"	119	61	16650	9.174817468	1	0.192654711	0.187286851
GOTERM_BP_FAT	GO:1901623~regulation of lymphocyte chemotaxis	3	1.923076923	0.009577519	"CXCL10, CCL7, CXCL13"	119	21	16650	19.9879952	1	0.197583469	0.192078281
GOTERM_BP_FAT	GO:0071310~cellular response to organic substance	26	16.66666667	0.009847358	"CXCL9, IL23R, IL24, CXCL13, CXCL5, PSMA8, CCL7, AGR2, CCL1, CCR6, CAMP, GBP5, CCL20, TNFRSF9, OR51E2, APOA1, AICDA, IL1A, CXCL10, CXCL11, KRT18, AIM2, IFNG, IRF4, MZB1, MT1G"	119	2186	16650	1.664142327	1	0.201563115	0.195947043
GOTERM_BP_FAT	GO:0032652~regulation of interleukin-1 production	4	2.564102564	0.01011926	"AIM2, IFNG, CCL20, APOA1"	119	63	16650	8.883553421	1	0.20552296	0.199796557
GOTERM_BP_FAT	GO:0007166~cell surface receptor signaling pathway	30	19.23076923	0.010590654	"BLK, PIGR, ADAMDEC1, CXCL9, GUCY2D, IL23R, CXCL13, CXCL5, PSMA8, CD79A, CCL7, AGR2, CCL1, CCR6, CR2, CCL20, DCC, TNFRSF9, FGG, APOA1, IL1A, IGLL5, CXCL10, MARCO, CXCL11, KRT18, AIM2, IFNG, IRF4, CLEC6A"	119	2669	16650	1.572678528	1	0.21181308	0.205911418
GOTERM_BP_FAT	"GO:0035710~CD4-positive, alpha-beta T cell activation"	4	2.564102564	0.011017789	"PLA2G2D, IFNG, IRF4, IL23R"	119	65	16650	8.610213316	1	0.217273613	0.211219807
GOTERM_BP_FAT	GO:0040011~locomotion	20	12.82051282	0.01110541	"CXCL9, GPR15, CCL20, DCC, IL24, APOA1, CXCL13, ALOX15B, CXCL5, MMP12, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, OLR1, CCL1, CCR6, INSL3"	119	1530	16650	1.828966881	1	0.217273613	0.211219807
GOTERM_BP_FAT	GO:0046651~lymphocyte proliferation	7	4.487179487	0.011112467	"CD79A, CR2, PLA2G2D, IFNG, IL23R, MZB1, IDO1"	119	263	16650	3.723999105	1	0.217273613	0.211219807
GOTERM_BP_FAT	GO:0009187~cyclic nucleotide metabolic process	6	3.846153846	0.011384529	"MC4R, CXCL10, CXCL11, CXCL9, GUCY1B2, GUCY2D"	119	190	16650	4.418398939	1	0.218402039	0.212316792
GOTERM_BP_FAT	GO:0043949~regulation of cAMP-mediated signaling	3	1.923076923	0.011432814	"CXCL10, CXCL11, CXCL9"	119	23	16650	18.24990866	1	0.218402039	0.212316792
GOTERM_BP_FAT	GO:0051270~regulation of cellular component movement	13	8.333333333	0.011435774	"CXCL9, CCL20, IL24, CXCL13, ALOX15B, CXCL5, IL1A, CXCL10, CXCL11, IFNG, CCL7, CCR6, INSL3"	119	802	16650	2.267964542	1	0.218402039	0.212316792
GOTERM_BP_FAT	GO:0032943~mononuclear cell proliferation	7	4.487179487	0.011503619	"CD79A, CR2, PLA2G2D, IFNG, IL23R, MZB1, IDO1"	119	265	16650	3.695893452	1	0.218402039	0.212316792
GOTERM_BP_FAT	GO:0009967~positive regulation of signal transduction	19	12.17948718	0.011643959	"CXCL9, IL26, CCL20, IL23R, IL24, FGG, APOA1, GZMB, ALOX15B, PSMA8, IL1A, CXCL10, CXCL11, IFNG, CCL7, UBD, CLEC6A, AGR2, CCL1"	119	1428	16650	1.861627004	1	0.219476062	0.213360889
GOTERM_MF_FAT	GO:0004888~transmembrane signaling receptor activity	18	11.53846154	0.012843481	"PIGR, OR2D3, CR2, GPR15, DCC, IL23R, TNFRSF9, OR51E2, MC4R, CD79A, MARCO, CNR2, OR2AG2, OR8B2, CCR6, S1PR5, HLA-DOB, OR10A5"	113	1309	15478	1.883515755	0.994810695	0.328166067	0.321731438
GOTERM_BP_FAT	GO:0002764~immune response-regulating signaling pathway	10	6.41025641	0.013244014	"BLK, PIGR, IGLL5, CD79A, MARCO, CR2, IFNG, IRF4, CLEC6A, PSMA8"	119	531	16650	2.634952286	1	0.24785226	0.240946453
GOTERM_BP_FAT	GO:0002520~immune system development	13	8.333333333	0.013562542	"CR2, PLA2G2D, IL23R, CXCL13, AICDA, CD79A, IFNG, IRF4, UBD, CLEC5A, MT1G, CCR6, IDO1"	119	821	16650	2.215478152	1	0.252013191	0.24499145
GOTERM_MF_FAT	"GO:0016798~hydrolase activity, acting on glycosyl bonds"	5	3.205128205	0.013596248	"CHIT1, CHI3L2, GBA3, LYZ, GLB1L3"	113	127	15478	5.392655564	0.996195748	0.328166067	0.321731438
GOTERM_MF_FAT	GO:0038024~cargo receptor activity	4	2.564102564	0.013673586	"MARCO, TMPRSS3, ILDR1, OLR1"	113	69	15478	7.940489932	0.996315232	0.328166067	0.321731438
GOTERM_BP_FAT	GO:0070661~leukocyte proliferation	7	4.487179487	0.014753073	"CD79A, CR2, PLA2G2D, IFNG, IL23R, MZB1, IDO1"	119	280	16650	3.49789916	1	0.272204587	0.264620261
GOTERM_BP_FAT	GO:1901700~response to oxygen-containing compound	19	12.17948718	0.014937564	"CXCL9, CCL20, IL23R, TNFRSF9, IL24, OR51E2, CXCL13, AICDA, CXCL5, MC4R, CXCL10, CXCL11, IFNG, CCL7, CNR2, MZB1, SPP1, CAMP, IDO1"	119	1466	16650	1.813372006	1	0.273681239	0.26605577
GOTERM_BP_FAT	GO:0030155~regulation of cell adhesion	11	7.051282051	0.016009507	"ADAMDEC1, PLA2G2D, IFNG, IRF4, IL23R, FGG, AGR2, APOA1, DMP1, CXCL13, IDO1"	119	643	16650	2.393585739	1	0.291284086	0.283168155
GOTERM_BP_FAT	GO:0002253~activation of immune response	10	6.41025641	0.016307245	"BLK, IGLL5, CD79A, MARCO, CR2, AIM2, IFNG, IRF4, CLEC6A, PSMA8"	119	550	16650	2.543926662	1	0.294655045	0.28644519
GOTERM_BP_FAT	GO:0033209~tumor necrosis factor-mediated signaling pathway	5	3.205128205	0.017169925	"KRT18, AIM2, TNFRSF9, APOA1, PSMA8"	119	139	16650	5.032948431	1	0.308117828	0.299532865
GOTERM_MF_FAT	GO:0005539~glycosaminoglycan binding	6	3.846153846	0.017604461	"CXCL10, CXCL11, PLA2G2D, CCL7, LIPG, CXCL13"	113	208	15478	3.95115725	0.999274634	0.397013055	0.389228485
GOTERM_BP_FAT	GO:0050706~regulation of interleukin-1 beta secretion	3	1.923076923	0.017847694	"AIM2, IFNG, APOA1"	119	29	16650	14.47406549	1	0.318101759	0.309238618
GOTERM_MF_FAT	GO:0099600~transmembrane receptor activity	18	11.53846154	0.018488353	"PIGR, OR2D3, CR2, GPR15, DCC, IL23R, TNFRSF9, OR51E2, MC4R, CD79A, MARCO, CNR2, OR2AG2, OR8B2, CCR6, S1PR5, HLA-DOB, OR10A5"	113	1363	15478	1.808893708	0.999497135	0.397013055	0.389228485
GOTERM_BP_FAT	GO:0007600~sensory perception	14	8.974358974	0.018560369	"PIGR, OR2D3, GUCY2D, TMPRSS3, OR51E2, LPO, BFSP2, IFNG, CNR2, OR2AG2, CA6, OR8B2, VSX1, OR10A5"	119	961	16650	2.038317929	1	0.324476957	0.315436187
GOTERM_BP_FAT	GO:1904894~positive regulation of STAT cascade	4	2.564102564	0.018576925	"IFNG, IL26, IL23R, IL24"	119	79	16650	7.084352728	1	0.324476957	0.315436187
GOTERM_BP_FAT	GO:0046427~positive regulation of JAK-STAT cascade	4	2.564102564	0.018576925	"IFNG, IL26, IL23R, IL24"	119	79	16650	7.084352728	1	0.324476957	0.315436187
GOTERM_BP_FAT	GO:0022407~regulation of cell-cell adhesion	8	5.128205128	0.020039518	"PLA2G2D, IFNG, IRF4, IL23R, FGG, APOA1, CXCL13, IDO1"	119	386	16650	2.899812775	1	0.347705538	0.338017559
GOTERM_BP_FAT	GO:0001909~leukocyte mediated cytotoxicity	4	2.564102564	0.020490298	"IL23R, GZMB, SLAMF7, ULBP1"	119	82	16650	6.825169092	1	0.353188031	0.343347296
GOTERM_BP_FAT	GO:0032735~positive regulation of interleukin-12 production	3	1.923076923	0.021506249	"IFNG, IL23R, IDO1"	119	32	16650	13.11712185	1	0.364351693	0.354199909
GOTERM_BP_FAT	GO:0050704~regulation of interleukin-1 secretion	3	1.923076923	0.021506249	"AIM2, IFNG, APOA1"	119	32	16650	13.11712185	1	0.364351693	0.354199909
GOTERM_BP_FAT	GO:0002285~lymphocyte activation involved in immune response	5	3.205128205	0.021555157	"IFNG, IRF4, IL23R, CCR6, AICDA"	119	149	16650	4.695166657	1	0.364351693	0.354199909
GOTERM_BP_FAT	GO:0030593~neutrophil chemotaxis	4	2.564102564	0.021823938	"IFNG, CCL7, CCL20, CCL1"	119	84	16650	6.662665066	1	0.366530249	0.356317765
GOTERM_BP_FAT	GO:0097191~extrinsic apoptotic signaling pathway	6	3.846153846	0.022039249	"IL1A, KRT18, IFNG, DCC, TNFRSF9, FGG"	119	225	16650	3.731092437	1	0.367788736	0.357541187
GOTERM_BP_FAT	GO:0048534~hematopoietic or lymphoid organ development	12	7.692307692	0.022204781	"CD79A, CR2, PLA2G2D, IFNG, IRF4, IL23R, UBD, CLEC5A, MT1G, CCR6, CXCL13, AICDA"	119	778	16650	2.158086885	1	0.368205858	0.357946687
GOTERM_BP_FAT	GO:0002768~immune response-regulating cell surface receptor signaling pathway	8	5.128205128	0.023505138	"BLK, PIGR, IGLL5, CD79A, CR2, IFNG, CLEC6A, PSMA8"	119	399	16650	2.805332659	1	0.387317374	0.376525707
GOTERM_CC_FAT	GO:0009986~cell surface	12	7.692307692	0.023676128	"IGLL5, CXCL10, CD79A, CXCL9, IFNG, TNFRSF9, CLEC5A, FGG, LIPG, CD200R1L, APOA1, CCR6"	107	765	14527	2.129668316	0.99761403	0.994397376	0.994397376
GOTERM_BP_FAT	GO:0030816~positive regulation of cAMP metabolic process	4	2.564102564	0.023911564	"MC4R, CXCL10, CXCL11, CXCL9"	119	87	16650	6.432917995	1	0.389119865	0.378277975
GOTERM_BP_FAT	GO:0046632~alpha-beta T cell differentiation	4	2.564102564	0.023911564	"PLA2G2D, IFNG, IRF4, IL23R"	119	87	16650	6.432917995	1	0.389119865	0.378277975
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	19	12.17948718	0.025106425	"BLK, PLA2G2D, CXCL9, IL26, IL23R, TNFRSF9, IL24, CXCL13, ALOX15B, CXCL5, MMP12, IL1A, CXCL10, FA2H, CXCL11, IFNG, MZB1, CAMP, IDO1"	119	1552	16650	1.712888764	1	0.406042177	0.394728788
GOTERM_BP_FAT	GO:0002757~immune response-activating signal transduction	9	5.769230769	0.025357295	"BLK, IGLL5, CD79A, MARCO, CR2, IFNG, IRF4, CLEC6A, PSMA8"	119	498	16650	2.528601802	1	0.407583518	0.396227183
GOTERM_MF_FAT	GO:0038023~signaling receptor activity	18	11.53846154	0.025901686	"PIGR, OR2D3, CR2, GPR15, DCC, IL23R, TNFRSF9, OR51E2, MC4R, CD79A, MARCO, CNR2, OR2AG2, OR8B2, CCR6, S1PR5, HLA-DOB, OR10A5"	113	1417	15478	1.739959156	0.999977021	0.528394401	0.518033726
GOTERM_BP_FAT	"GO:0043370~regulation of CD4-positive, alpha-beta T cell differentiation"	3	1.923076923	0.026821017	"IFNG, IRF4, IL23R"	119	36	16650	11.65966387	1	0.428482105	0.416543482
GOTERM_BP_FAT	GO:0006928~movement of cell or subcellular component	21	13.46153846	0.027055949	"CXCL9, GPR15, CCL20, DCC, IL24, APOA1, CXCL13, ALOX15B, CXCL5, MMP12, IL1A, CXCL10, CXCL11, IFNG, CCL7, CNR2, TNNT1, OLR1, CCL1, CCR6, INSL3"	119	1795	16650	1.636899885	1	0.429266805	0.417306318
GOTERM_BP_FAT	GO:0051049~regulation of transport	21	13.46153846	0.02719782	"BLK, RAB3B, CXCL9, IL26, TNFRSF9, OR51E2, FGG, ILDR1, APOA1, GZMB, ALOX15B, IL1A, CXCL10, CXCL11, AIM2, IFNG, CLEC6A, LIPG, CLEC5A, MZB1, CAMP"	119	1796	16650	1.635988471	1	0.429266805	0.417306318
GOTERM_BP_FAT	GO:0032732~positive regulation of interleukin-1 production	3	1.923076923	0.028224398	"AIM2, IFNG, CCL20"	119	37	16650	11.34453782	1	0.440166204	0.427902031
GOTERM_BP_FAT	GO:0070371~ERK1 and ERK2 cascade	6	3.846153846	0.029432329	"CCL7, IL26, CCL20, FGG, APOA1, CCL1"	119	243	16650	3.454715219	1	0.449135996	0.436621902
GOTERM_BP_FAT	GO:0051281~positive regulation of release of sequestered calcium ion into cytosol	3	1.923076923	0.02965669	"CXCL10, CXCL11, CXCL9"	119	38	16650	11.04599735	1	0.449135996	0.436621902
